Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
01,Taiah Thornton,27,27.0,851,31.5,137,414,0.331,29,100,0.29,73,102,0.716,376,13.9,43,71,114,4.2,89,134,113,66,5
23,Kendrea Williams,28,26.0,823,29.4,106,261,0.406,52,144,0.361,66,86,0.767,330,11.8,19,41,60,2.1,76,26,43,25,8
12,Ajia James,28,27.0,746,26.6,108,246,0.439,2,10,0.2,23,33,0.697,241,8.6,78,150,228,8.1,63,37,40,20,8
00,Binta Salawu,28,27.0,822,29.4,60,232,0.259,26,87,0.299,60,77,0.779,206,7.4,37,72,109,3.9,50,62,50,36,3
22,Jessica Woods,5,0.0,83,16.6,12,32,0.375,0,0,0.0,5,10,0.5,29,5.8,16,19,35,7.0,10,2,10,1,6
15,Sky Castro,28,26.0,684,24.4,54,121,0.446,0,2,0.0,38,73,0.521,146,5.2,90,130,220,7.9,80,13,34,25,18
24,Jenna Clark,23,3.0,289,12.6,35,116,0.302,7,36,0.194,2,6,0.333,79,3.4,23,25,48,2.1,31,11,25,5,4
02,Tyara McQueen,23,0.0,275,12.0,22,82,0.268,15,56,0.268,3,4,0.75,62,2.7,7,13,20,0.9,20,10,20,9,0
20,Victoria Ikenasio,26,2.0,234,9.0,26,80,0.325,0,6,0.0,7,18,0.389,59,2.3,28,33,61,2.3,28,9,24,10,4
14,Taylor Abraham,23,1.0,261,11.3,20,64,0.313,2,9,0.222,11,20,0.55,53,2.3,18,20,38,1.7,19,8,10,4,6
11,Rachel Kuhl,25,1.0,230,9.2,14,88,0.159,10,53,0.189,6,10,0.6,44,1.8,4,14,18,0.7,23,18,16,5,1
33,Giah Moore,21,0.0,139,6.6,8,35,0.229,0,5,0.0,7,15,0.467,23,1.1,11,13,24,1.1,21,0,8,3,1
03,Nickelle O'Neil,27,0.0,184,6.8,6,32,0.188,1,9,0.111,6,12,0.5,19,0.7,11,17,28,1.0,16,12,12,15,1
13,Cinnamon Dockery ,1,0.0,4,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0
