#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
11,"Lopez-Senechal, Lou  11 Lopez-Senechal, Lou",30,30.0,1029,34.3,165,383,0.431,58,148,0.392,77,90,0.856,465,15.5,34,137,171,5.7,82,47,68,30,25,View Bio
15,"Armstrong, Katie  15 Armstrong, Katie",30,30.0,1101,36.7,164,403,0.407,39,114,0.342,54,75,0.72,421,14.0,70,140,210,7.0,56,41,69,31,21,View Bio
02,"Kramer, Sam  02 Kramer, Sam",30,30.0,1069,35.6,97,275,0.353,39,135,0.289,33,39,0.846,266,8.9,40,64,104,3.5,35,120,51,32,4,View Bio
23,"Cavanaugh, Callie  23 Cavanaugh, Callie",30,28.0,778,25.9,89,209,0.426,1,4,0.25,37,51,0.725,216,7.2,45,81,126,4.2,74,20,40,24,12,View Bio
22,"Hakes, Rachel  22 Hakes, Rachel",30,29.0,753,25.1,47,97,0.485,9,25,0.36,40,61,0.656,143,4.8,17,67,84,2.8,49,96,48,21,3,View Bio
41,"Hernangomez, Andrea  41 Hernangomez, Andrea",29,1.0,421,14.5,50,153,0.327,6,37,0.162,13,21,0.619,119,4.1,37,92,129,4.4,43,25,40,16,15,View Bio
20,"Landy, Kendra  20 Landy, Kendra",29,1.0,482,16.6,20,60,0.333,3,15,0.2,5,10,0.5,48,1.7,4,44,48,1.7,35,67,40,26,2,View Bio
12,"Nibbelink, Eden  12 Nibbelink, Eden",23,0.0,100,4.3,11,32,0.344,10,29,0.345,0,1,0.0,32,1.4,4,13,17,0.7,8,1,6,3,3,View Bio
30,"Lewis, Sam  30 Lewis, Sam",24,0.0,121,5.0,11,43,0.256,6,33,0.182,3,4,0.75,31,1.3,1,17,18,0.8,5,5,4,4,1,View Bio
05,"Bracken, Ciara  05 Bracken, Ciara",15,0.0,79,5.3,4,17,0.235,0,9,0.0,2,2,1.0,10,0.7,2,1,3,0.2,3,6,7,2,0,View Bio
40,"Bauer, Molly  40 Bauer, Molly",22,0.0,75,3.4,2,16,0.125,0,0,0.0,7,14,0.5,11,0.5,7,9,16,0.7,17,0,4,1,5,View Bio
42,"Martin, MacKenzie  42 Martin, MacKenzie",16,0.0,44,2.8,3,6,0.5,0,1,0.0,0,0,0.0,6,0.4,2,6,8,0.5,6,2,5,1,0,View Bio
31,"Morelli, Meagan  31 Morelli, Meagan",9,0.0,10,1.1,0,2,0.0,0,1,0.0,1,2,0.5,1,0.1,0,1,1,0.1,2,1,2,0,0,View Bio
44,"Bus, Nicole  44 Bus, Nicole",3,1.0,10,3.3,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,1,0,1,0.3,0,0,0,0,0,View Bio
32,"Carter, Jazmine  32 Carter, Jazmine",3,0.0,3,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,1,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40,52,92,3.1,0,0,20,0,0,
,Total,30,,6075,202.5,663,1698,0.39,171,552,0.31,272,370,0.735,1769,58.97,304,724,1028,34.3,416,431,405,191,91,
,Opponents,30,,6075,202.5,640,1644,0.389,169,544,0.311,290,418,0.694,1739,57.97,336,752,1088,36.3,455,371,455,193,64,
