#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Young, Isis  23 Young, Isis",11,11.0,382,34.7,67,188,0.356,34,98,0.347,39,51,0.765,207,18.8,4,17,21,1.9,17,30,47,12,0,View Bio
03,"Brown, Rayshel  03 Brown, Rayshel",13,11.0,404,31.1,61,141,0.433,1,5,0.2,17,29,0.586,140,10.8,28,43,71,5.5,30,15,45,22,1,View Bio
20,"Peterson, Margo  20 Peterson, Margo",13,8.0,386,29.7,48,134,0.358,17,67,0.254,20,24,0.833,133,10.2,10,45,55,4.2,36,16,24,7,11,View Bio
02,"Anthony, Amari  02 Anthony, Amari",10,10.0,320,32.0,29,80,0.363,7,25,0.28,11,16,0.688,76,7.6,24,25,49,4.9,20,9,15,13,1,View Bio
21,"Watts, Tobulayefa  21 Watts, Tobulayefa",12,7.0,308,25.7,29,65,0.446,0,1,0.0,17,35,0.486,75,6.3,36,60,96,8.0,41,7,25,14,23,View Bio
30,"Williamson, Ashley  30 Williamson, Ashley",6,3.0,126,21.0,12,28,0.429,7,16,0.438,2,2,1.0,33,5.5,0,4,4,0.7,1,3,6,3,0,View Bio
12,"Gerostergiou, Marilena  12 Gerostergiou, Marilena",12,12.0,322,26.8,21,41,0.512,5,9,0.556,12,22,0.545,59,4.9,20,47,67,5.6,25,8,22,9,5,View Bio
01,"Jackson, Ahniysha  01 Jackson, Ahniysha",12,2.0,170,14.2,9,43,0.209,5,30,0.167,1,4,0.25,24,2.0,9,11,20,1.7,22,4,8,8,2,View Bio
44,"Istanbulluoglu, Sevval  44 Istanbulluoglu, Sevval",7,0.0,75,10.7,3,13,0.231,0,9,0.0,2,2,1.0,8,1.1,1,4,5,0.7,4,0,1,4,0,View Bio
22,"Gonzalez, Chantell  22 Gonzalez, Chantell",6,1.0,40,6.7,1,5,0.2,0,0,0.0,0,0,0.0,2,0.3,2,6,8,1.3,0,0,2,3,4,View Bio
24,"Blasetti, Haley  24 Blasetti, Haley",8,0.0,67,8.4,0,3,0.0,0,0,0.0,0,2,0.0,0,0.0,2,6,8,1.0,7,8,12,5,1,View Bio
TM,Team  TM Team,13,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,34,21,55,4.2,0,0,5,0,0,
,Total,13,,2600,200.0,280,741,0.378,76,260,0.292,121,187,0.647,757,58.23,170,289,459,35.3,203,100,212,100,48,
,Opponents,13,,2570,197.7,324,772,0.42,79,235,0.336,131,193,0.679,858,66.0,180,310,490,37.7,201,203,193,114,50,
