Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
07,Teresa Seppala,28,28.0,878,31.4,130,274,0.474,46,128,0.359,88,112,0.786,394,14.1,54,136,190,6.8,79,41,76,32,19
00,Ahniysha Jackson,29,29.0,968,33.4,138,369,0.374,67,193,0.347,33,56,0.589,376,13.0,25,40,65,2.2,85,54,65,55,4
24,Elisa Mevius,30,30.0,1080,36.0,142,312,0.455,27,98,0.276,49,66,0.742,360,12.0,47,156,203,6.8,69,154,114,135,9
21,Anajah Brown,23,22.0,578,25.1,103,201,0.512,0,3,0.0,46,73,0.63,252,11.0,78,92,170,7.4,81,29,56,30,37
04,Valencia Fontenelle-Posson,6,6.0,148,24.7,20,46,0.435,8,24,0.333,7,10,0.7,55,9.2,8,22,30,5.0,12,9,9,2,1
03,London Gamble,30,24.0,731,24.4,82,232,0.353,11,54,0.204,22,29,0.759,197,6.6,30,80,110,3.7,36,34,63,33,3
12,Alden Yergey,28,1.0,588,21.0,61,174,0.351,22,71,0.31,28,31,0.903,172,6.1,20,31,51,1.8,46,37,40,14,1
11,Ciany Conyers,23,6.0,405,17.6,40,101,0.396,16,51,0.314,10,12,0.833,106,4.6,11,37,48,2.1,31,16,25,20,1
25,Eszter Turi,29,3.0,460,15.9,43,88,0.489,2,2,1.0,8,29,0.276,96,3.3,45,44,89,3.1,62,18,42,6,14
01,Nikola Zdenkova,15,1.0,112,7.5,12,33,0.364,10,27,0.37,2,3,0.667,36,2.4,0,2,2,0.1,9,6,3,1,1
13,Esther Rodellar ,13,0.0,61,4.7,4,17,0.235,1,5,0.2,0,1,0.0,9,0.7,5,6,11,0.8,6,1,7,5,0
10,Constance Ogbeide,10,0.0,16,1.6,0,3,0.0,0,0,0.0,0,0,0.0,0,0.0,0,4,4,0.4,3,1,2,1,0
