Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
32,Caroline Hummell,30,30.0,881,29.4,93,225,0.413,9,26,0.346,115,146,0.788,310,10.3,62,94,156,5.2,83,17,51,26,27
04,Alexis Carter,30,13.0,829,27.6,110,277,0.397,32,89,0.36,50,83,0.602,302,10.1,43,162,205,6.8,55,30,44,42,14
25,Mikal Johnson,30,30.0,893,29.8,80,262,0.305,56,188,0.298,43,57,0.754,259,8.6,40,94,134,4.5,66,38,47,39,22
11,Katrice Dickson,30,29.0,795,26.5,70,206,0.34,20,66,0.303,63,90,0.7,223,7.4,14,56,70,2.3,72,41,56,20,14
10,Ashlee White,29,15.0,479,16.5,67,158,0.424,15,47,0.319,38,52,0.731,187,6.4,10,29,39,1.3,60,49,60,32,2
03,Kathleen Belanger-Finn,1,0.0,18,18.0,2,4,0.5,0,0,0.0,2,2,1.0,6,6.0,0,2,2,2.0,2,3,4,4,0
21,Kayla Agentowicz,30,2.0,498,16.6,55,143,0.385,14,52,0.269,24,29,0.828,148,4.9,19,52,71,2.4,44,17,40,23,3
24,Juliette Lawless,27,1.0,403,14.9,34,85,0.4,1,5,0.2,50,72,0.694,119,4.4,8,43,51,1.9,49,39,70,26,4
20,Kate Kuster,4,0.0,35,8.8,5,15,0.333,4,14,0.286,0,0,0.0,14,3.5,1,2,3,0.8,4,1,3,0,1
12,Kayla Bates,27,16.0,598,22.1,32,101,0.317,14,40,0.35,12,15,0.8,90,3.3,28,44,72,2.7,41,35,27,21,7
13,Stacey Koutris,10,0.0,133,13.3,9,24,0.375,4,11,0.364,5,9,0.556,27,2.7,5,17,22,2.2,11,6,3,4,0
03,Kathleen Belanger-Finn,29,14.0,446,15.4,24,86,0.279,8,29,0.276,19,34,0.559,75,2.6,7,26,33,1.1,40,44,70,23,0
22,Jackie Buzaid,7,0.0,17,2.4,1,7,0.143,0,5,0.0,1,2,0.5,3,0.4,0,3,3,0.4,1,0,3,2,0
