Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
30,Lauren Gatto,31,31.0,917,29.6,189,386,0.49,0,0,0.0,55,88,0.625,433,14.0,66,126,192,6.2,72,22,66,28,25
01,Meghan McGuinness,31,18.0,900,29.0,95,254,0.374,57,161,0.354,52,60,0.867,299,9.6,51,83,134,4.3,65,40,55,25,11
15,Kayla Stroman,31,31.0,989,31.9,67,243,0.276,13,65,0.2,57,81,0.704,204,6.6,27,107,134,4.3,42,125,102,69,2
22,Shy Britton,30,5.0,575,19.2,76,198,0.384,0,0,0.0,42,62,0.677,194,6.5,37,59,96,3.2,62,24,52,22,25
33,Val McQuade,30,18.0,561,18.7,58,145,0.4,25,65,0.385,25,33,0.758,166,5.5,46,62,108,3.6,45,23,39,20,10
05,Chanel Johnson,24,14.0,476,19.8,47,157,0.299,0,13,0.0,31,47,0.66,125,5.2,31,46,77,3.2,47,48,61,23,7
10,Kelly Van Leeuwen,31,17.0,889,28.7,36,130,0.277,22,77,0.286,47,60,0.783,141,4.5,12,87,99,3.2,51,81,62,25,10
20,Jess Flamm,29,8.0,272,9.4,37,90,0.411,3,11,0.273,13,13,1.0,90,3.1,19,33,52,1.8,42,11,26,4,4
24,Sylvia Maxwell,27,13.0,353,13.1,22,79,0.278,2,7,0.286,15,20,0.75,61,2.3,24,42,66,2.4,38,25,35,9,4
11,Vanessa Neal,15,0.0,100,6.7,8,18,0.444,4,11,0.364,4,6,0.667,24,1.6,1,6,7,0.5,5,8,15,2,0
12,Taylor McKay,13,0.0,75,5.8,6,22,0.273,0,2,0.0,3,7,0.429,15,1.2,3,9,12,0.9,8,0,4,0,0
23,Gabby Baldasare,18,0.0,87,4.8,5,12,0.417,0,0,0.0,2,8,0.25,12,0.7,11,13,24,1.3,19,4,7,2,3
42,Sam Lapszynski,19,0.0,81,4.3,3,18,0.167,0,0,0.0,8,8,1.0,14,0.7,3,12,15,0.8,12,3,8,1,1
