Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
02,Brevin Brown,1,0.0,22,22.0,11,19,0.579,4,7,0.571,4,4,1.0,30,30.0,0,3,3,3.0,4,1,0,0,1
32,Abigail Kangudie,1,1.0,37,37.0,10,15,0.667,8,11,0.727,1,1,1.0,29,29.0,1,4,5,5.0,3,1,2,1,0
1,Cleo Polyzou,5,5.0,191,38.2,46,90,0.511,5,20,0.25,23,33,0.697,120,24.0,17,39,56,11.2,13,15,11,4,2
00,Jordan Jenkins,1,1.0,37,37.0,6,13,0.462,0,1,0.0,11,14,0.786,23,23.0,1,10,11,11.0,2,4,0,0,1
01,Marcus Wallace,1,1.0,25,25.0,6,12,0.5,2,4,0.5,4,7,0.571,18,18.0,3,1,4,4.0,2,1,1,2,0
13,Katherine Haines,22,21.0,718,32.6,135,283,0.477,18,54,0.333,66,89,0.742,354,16.1,50,150,200,9.1,30,33,30,10,39
10,Olivia Dabney,1,0.0,18,18.0,6,11,0.545,4,9,0.444,0,0,0.0,16,16.0,0,0,0,0.0,1,0,0,2,0
05,Caleb Roberts,1,1.0,30,30.0,5,14,0.357,5,13,0.385,0,0,0.0,15,15.0,2,4,6,6.0,2,2,0,0,0
23,Madison Cheatham,1,1.0,35,35.0,6,9,0.667,1,2,0.5,2,2,1.0,15,15.0,1,3,4,4.0,2,4,4,2,0
22,Adrianne Hagood,1,1.0,30,30.0,4,13,0.308,2,5,0.4,3,4,0.75,13,13.0,3,1,4,4.0,4,2,1,1,0
14,Simon Mueller-landsv,3,2.0,88,29.3,15,30,0.5,2,7,0.286,6,7,0.857,38,12.7,2,7,9,3.0,5,8,2,2,0
20,Justus Eaglesmith,1,1.0,31,31.0,5,12,0.417,2,5,0.4,0,0,0.0,12,12.0,0,2,2,2.0,0,1,1,1,0
21,Candice Leatherwood,24,24.0,774,32.3,90,233,0.386,37,104,0.356,67,91,0.736,284,11.8,16,72,88,3.7,55,84,69,26,6
