#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
42,"Piper, Sabrina  42 Piper, Sabrina",31,31.0,1040,33.5,152,475,0.32,40,156,0.256,81,123,0.659,425,13.7,22,142,164,5.3,74,94,102,46,16,View Bio
03,"Brown, Rayshel  03 Brown, Rayshel",25,25.0,671,26.8,99,235,0.421,2,18,0.111,48,84,0.571,248,9.9,33,50,83,3.3,64,34,60,35,1,View Bio
02,"Anthony, Amari  02 Anthony, Amari",31,27.0,949,30.6,109,259,0.421,42,120,0.35,42,50,0.84,302,9.7,42,79,121,3.9,58,23,57,37,6,View Bio
20,"Peterson, Margo  20 Peterson, Margo",22,0.0,448,20.4,61,157,0.389,38,96,0.396,25,34,0.735,185,8.4,14,44,58,2.6,53,25,42,17,4,View Bio
11,"Hauer, Julia  11 Hauer, Julia",25,7.0,471,18.8,63,155,0.406,4,19,0.211,28,44,0.636,158,6.3,51,58,109,4.4,64,27,51,24,4,View Bio
21,"Watts, Tobulayefa  21 Watts, Tobulayefa",31,23.0,735,23.7,65,139,0.468,0,0,0.0,30,57,0.526,160,5.2,45,136,181,5.8,90,15,63,25,69,View Bio
30,"Williamson, Ashley  30 Williamson, Ashley",28,1.0,385,13.8,37,111,0.333,21,58,0.362,9,12,0.75,104,3.7,9,11,20,0.7,20,13,21,15,0,View Bio
12,"Gerostergiou, Marilena  12 Gerostergiou, Marilena",31,28.0,737,23.8,39,136,0.287,7,42,0.167,22,32,0.688,107,3.5,30,116,146,4.7,49,24,57,40,14,View Bio
05,"Winston, DeAnna  05 Winston, DeAnna",22,5.0,384,17.5,11,46,0.239,6,20,0.3,9,10,0.9,37,1.7,5,16,21,1.0,25,27,39,17,1,View Bio
55,"Pujol, Queralt  55 Pujol, Queralt",3,0.0,15,5.0,0,2,0.0,0,2,0.0,2,2,1.0,2,0.7,0,0,0,0.0,1,0,2,0,0,View Bio
15,"Thomas , Chyvon  15 Thomas , Chyvon",7,0.0,51,7.3,1,3,0.333,0,0,0.0,2,4,0.5,4,0.6,3,2,5,0.7,10,1,3,1,0,View Bio
24,"Blasetti, Haley  24 Blasetti, Haley",21,8.0,272,13.0,3,9,0.333,0,1,0.0,2,14,0.143,8,0.4,6,18,24,1.1,42,35,40,14,3,View Bio
44,"Istanbulluoglu, Sevval  44 Istanbulluoglu, Sevval",10,0.0,67,6.7,1,12,0.083,1,9,0.111,1,2,0.5,4,0.4,1,4,5,0.5,5,0,4,1,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,50,77,127,4.1,0,0,20,0,0,
,Total,31,,6225,200.8,641,1739,0.369,161,541,0.298,301,468,0.643,1744,56.26,311,753,1064,34.3,555,318,561,272,118,
,Opponents,31,,6225,200.8,725,1820,0.398,194,623,0.311,373,522,0.715,2017,65.06,391,857,1248,40.3,496,456,541,269,75,
