#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
10,"Harrison, Michaela  10 Harrison, Michaela",31,31.0,1021,32.9,142,366,0.388,75,223,0.336,31,44,0.705,390,12.6,12,57,69,2.2,66,75,87,61,15,View Bio
03,"Bresee, Kendall  03 Bresee, Kendall",26,25.0,797,30.7,95,267,0.356,38,112,0.339,66,88,0.75,294,11.3,41,128,169,6.5,61,97,88,50,14,View Bio
04,"Settle, Jatarrikah  04 Settle, Jatarrikah",31,31.0,974,31.4,100,286,0.35,15,69,0.217,85,116,0.733,300,9.7,51,119,170,5.5,75,85,93,61,3,View Bio
34,"Lee, Rebecca  34 Lee, Rebecca",31,29.0,546,17.6,97,191,0.508,0,0,0.0,58,89,0.652,252,8.1,58,85,143,4.6,61,21,79,7,43,View Bio
11,"Birkhead, Bridget  11 Birkhead, Bridget",31,11.0,658,21.2,83,193,0.43,60,146,0.411,18,21,0.857,244,7.9,15,47,62,2.0,57,26,32,23,7,View Bio
13,"Taylor, Aryna  13 Taylor, Aryna",31,0.0,612,19.7,77,181,0.425,43,114,0.377,22,29,0.759,219,7.1,16,56,72,2.3,60,36,59,27,6,View Bio
25,"Addison, Taylor  25 Addison, Taylor",29,7.0,572,19.7,64,116,0.552,5,13,0.385,32,47,0.681,165,5.7,35,61,96,3.3,62,37,37,31,7,View Bio
21,"Agentowicz, Kayla  21 Agentowicz, Kayla",26,20.0,550,21.2,47,113,0.416,18,55,0.327,15,19,0.789,127,4.9,22,54,76,2.9,32,34,23,23,2,View Bio
22,"Connors, Delaney  22 Connors, Delaney",26,1.0,234,9.0,14,37,0.378,8,20,0.4,6,10,0.6,42,1.6,10,30,40,1.5,13,13,8,16,0,View Bio
12,"Watkinson, Annaliese  12 Watkinson, Annaliese",16,0.0,96,6.0,6,29,0.207,2,18,0.111,8,10,0.8,22,1.4,3,6,9,0.6,6,2,8,4,0,View Bio
23,"Carrillo Ade, Maqui  23 Carrillo Ade, Maqui",18,0.0,107,5.9,6,19,0.316,0,0,0.0,6,10,0.6,18,1.0,8,14,22,1.2,21,13,13,4,2,View Bio
01,"Watkinson, Mikayla  01 Watkinson, Mikayla",10,0.0,30,3.0,1,4,0.25,0,3,0.0,1,4,0.25,3,0.3,1,0,1,0.1,3,2,2,2,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,54,63,117,3.8,0,0,10,0,0,
,Total,31,,6197,199.9,732,1802,0.406,264,773,0.342,348,487,0.715,2076,66.97,326,720,1046,33.7,517,441,539,309,99,
,Opponents,31,,6198,199.9,679,1741,0.39,172,581,0.296,416,561,0.742,1946,62.77,391,782,1173,37.8,497,395,635,232,98,
