Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
10,Ashlee White,16,13.0,497,31.1,67,180,0.372,30,78,0.385,40,52,0.769,204,12.8,9,40,49,3.1,52,35,59,28,4
24,Juliette Lawless,29,29.0,962,33.2,105,230,0.457,16,47,0.34,98,135,0.726,324,11.2,42,144,186,6.4,90,101,127,51,21
11,Katrice Dickson,29,29.0,997,34.4,107,266,0.402,30,90,0.333,67,92,0.728,311,10.7,20,96,116,4.0,76,66,93,42,12
21,Kayla Agentowicz,17,17.0,498,29.3,65,158,0.411,35,99,0.354,12,14,0.857,177,10.4,7,60,67,3.9,33,26,35,19,6
01,Daly Sullivan,29,16.0,858,29.6,101,277,0.365,75,214,0.35,17,22,0.773,294,10.1,11,43,54,1.9,36,51,47,18,3
32,Caroline Hummell,29,26.0,704,24.3,93,198,0.47,9,33,0.273,44,60,0.733,239,8.2,42,76,118,4.1,67,20,40,15,25
04,Jatarrikah Settle,29,8.0,478,16.5,45,142,0.317,2,7,0.286,16,32,0.5,108,3.7,27,83,110,3.8,46,22,46,29,3
20,Hunter Rowson,22,0.0,288,13.1,26,65,0.4,0,0,0.0,15,26,0.577,67,3.0,30,27,57,2.6,48,3,21,13,3
03,Bridget Birkhead,29,3.0,272,9.4,24,81,0.296,22,70,0.314,4,6,0.667,74,2.6,4,30,34,1.2,36,8,22,4,0
21,Kayla Agentowicz,1,1.0,21,21.0,1,6,0.167,0,1,0.0,0,0,0.0,2,2.0,0,4,4,4.0,3,2,0,3,0
34,Rebecca Lee,27,3.0,213,7.9,17,43,0.395,0,0,0.0,13,24,0.542,47,1.7,45,57,102,3.8,37,2,19,8,26
33,Katrina Scheuvront,9,0.0,27,3.0,2,4,0.5,0,0,0.0,3,8,0.375,7,0.8,2,5,7,0.8,2,0,2,1,3
22,Jackie Buzaid,2,0.0,4,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.5,0,0,0,0,0
13,Stacey Koutris,2,0.0,6,3.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,1,1,0.5,0,0,0,0,0
