Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
31,Morgan Lee,31,30.0,1001,32.3,143,337,0.424,33,104,0.317,71,93,0.763,390,12.6,42,196,238,7.7,60,71,115,22,73
23,Lexie Tarul,31,30.0,959,30.9,121,333,0.363,69,210,0.329,47,61,0.77,358,11.5,29,83,112,3.6,26,50,68,28,14
21,Danielle Williamsen,29,28.0,777,26.8,91,233,0.391,34,104,0.327,58,70,0.829,274,9.4,19,69,88,3.0,39,45,37,31,3
02,Jackie Piddock,31,31.0,866,27.9,58,146,0.397,23,71,0.324,34,43,0.791,173,5.6,12,79,91,2.9,63,105,63,36,2
05,Julia Corsentino,31,1.0,558,18.0,58,161,0.36,23,80,0.288,31,39,0.795,170,5.5,19,81,100,3.2,46,32,48,20,1
22,Ciara Croker,31,30.0,846,27.3,68,181,0.376,9,38,0.237,17,32,0.531,162,5.2,35,96,131,4.2,93,50,57,25,12
01,Malea Egan,25,0.0,338,13.5,30,87,0.345,10,31,0.323,23,33,0.697,93,3.7,12,30,42,1.7,34,16,34,10,0
25,Catie Cunningham,28,3.0,529,18.9,39,97,0.402,6,29,0.207,14,21,0.667,98,3.5,36,73,109,3.9,51,20,15,22,10
03,Chloe Escanillas,11,0.0,58,5.3,7,18,0.389,4,15,0.267,0,0,0.0,18,1.6,1,0,1,0.1,2,3,2,0,0
32,Brooke Jarvis,17,1.0,114,6.7,11,26,0.423,0,2,0.0,3,6,0.5,25,1.5,3,21,24,1.4,12,4,12,4,1
30,Morgan Tompkins,20,0.0,126,6.3,7,20,0.35,0,3,0.0,12,16,0.75,26,1.3,3,11,14,0.7,16,3,20,2,5
24,Kate Robbins,15,0.0,65,4.3,3,12,0.25,1,6,0.167,0,0,0.0,7,0.5,2,8,10,0.7,9,6,3,3,2
42,McKenna Rife,4,1.0,11,2.8,0,3,0.0,0,1,0.0,1,2,0.5,1,0.3,2,2,4,1.0,1,0,1,0,0
13,Nicole Decker,1,0.0,2,2.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0
