#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Hinriksdottir, Sara  14 Hinriksdottir, Sara",31,28.0,939,30.3,173,378,0.458,40,126,0.317,67,94,0.713,453,14.6,32,147,179,5.8,61,62,94,15,19,View Bio
15,"D'Hont, Lauren  15 D'Hont, Lauren",31,31.0,921,29.7,121,255,0.475,19,68,0.279,57,78,0.731,318,10.3,48,74,122,3.9,77,53,58,36,3,View Bio
10,"Halfdanardottir, Margret  10 Halfdanardottir, Margret",31,30.0,863,27.8,109,234,0.466,38,97,0.392,30,42,0.714,286,9.2,17,40,57,1.8,72,64,61,24,3,View Bio
13,"Welch, Maria  13 Welch, Maria",30,8.0,668,22.3,84,234,0.359,45,145,0.31,42,56,0.75,255,8.5,12,83,95,3.2,71,45,48,18,19,View Bio
32,"Serrette, Saliah  32 Serrette, Saliah",31,4.0,616,19.9,64,154,0.416,9,31,0.29,74,102,0.725,211,6.8,39,70,109,3.5,54,27,50,16,22,View Bio
23,"Cooley, Sarah  23 Cooley, Sarah",30,28.0,660,22.0,41,138,0.297,20,77,0.26,16,29,0.552,118,3.9,25,86,111,3.7,43,25,19,17,5,View Bio
22,"Miskovic, Tamara  22 Miskovic, Tamara",30,15.0,711,23.7,22,74,0.297,4,15,0.267,18,27,0.667,66,2.2,11,94,105,3.5,62,108,58,23,2,View Bio
03,"Schiefen, Amanda  03 Schiefen, Amanda",24,2.0,282,11.8,16,51,0.314,1,3,0.333,9,10,0.9,42,1.8,6,21,27,1.1,24,14,20,6,6,View Bio
31,"Weber, Emily  31 Weber, Emily",10,1.0,63,6.3,2,14,0.143,1,8,0.125,10,12,0.833,15,1.5,1,4,5,0.5,4,0,3,1,0,View Bio
04,"Sweny, Anna  04 Sweny, Anna",30,8.0,267,8.9,11,39,0.282,6,24,0.25,11,15,0.733,39,1.3,10,29,39,1.3,39,15,32,21,0,View Bio
01,"Irby, Zhane  01 Irby, Zhane",19,0.0,93,4.9,6,18,0.333,2,4,0.5,3,6,0.5,17,0.9,1,4,5,0.3,11,3,16,4,0,View Bio
25,"Schwenk, Abby  25 Schwenk, Abby",12,0.0,58,4.8,4,15,0.267,0,4,0.0,0,2,0.0,8,0.7,0,3,3,0.3,9,2,5,2,0,View Bio
35,"Conely, Shannon  35 Conely, Shannon",8,0.0,23,2.9,1,2,0.5,0,0,0.0,1,1,1.0,3,0.4,1,5,6,0.8,5,1,2,0,0,View Bio
24,"Pugh, Tiana  24 Pugh, Tiana",12,0.0,61,5.1,2,18,0.111,1,4,0.25,0,2,0.0,5,0.4,5,5,10,0.8,6,5,7,2,2,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,42,91,133,4.3,0,0,15,0,0,
,Total,31,,6225,200.8,656,1624,0.404,186,606,0.307,338,476,0.71,1836,59.23,250,756,1006,32.5,538,424,488,185,81,
,Opponents,31,,6225,200.8,706,1802,0.392,210,686,0.306,374,512,0.73,1996,64.39,382,777,1159,37.4,538,407,425,220,103,
