Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
15,Briyanah Richardson ,30,28.0,938,31.3,133,410,0.324,33,98,0.337,87,126,0.69,386,12.9,33,68,101,3.4,68,99,147,44,2
20,Zoe Pero,30,25.0,871,29.0,138,360,0.383,1,7,0.143,100,129,0.775,377,12.6,74,119,193,6.4,85,33,76,32,41
00,D'Aviyon Magazine,25,22.0,762,30.5,73,235,0.311,57,179,0.318,15,23,0.652,218,8.7,5,49,54,2.2,38,35,31,40,3
14,Wil'lisha Jackson ,30,26.0,812,27.1,80,232,0.345,1,7,0.143,41,53,0.774,202,6.7,66,100,166,5.5,74,14,50,23,6
02,Tyara McQueen,30,4.0,473,15.8,45,106,0.425,25,58,0.431,11,17,0.647,126,4.2,16,27,43,1.4,52,46,58,15,3
03,Anna Maguire,25,1.0,265,10.6,38,111,0.342,21,63,0.333,8,10,0.8,105,4.2,5,15,20,0.8,13,7,22,8,6
13,Cinnamon Dockery ,30,26.0,890,29.7,42,129,0.326,9,50,0.18,31,46,0.674,124,4.1,43,115,158,5.3,47,48,45,64,9
10,Sammy Lochner,27,7.0,485,18.0,31,83,0.373,13,33,0.394,14,16,0.875,89,3.3,17,23,40,1.5,29,24,33,21,0
21,Precious Featherson,16,5.0,172,10.8,11,44,0.25,0,0,0.0,4,13,0.308,26,1.6,12,18,30,1.9,37,6,21,6,5
33,Jordyn Hawthorne,16,0.0,168,10.5,8,25,0.32,0,0,0.0,4,13,0.308,20,1.3,8,13,21,1.3,33,2,13,3,3
22,Phylina Holmes,5,0.0,16,3.2,2,7,0.286,0,0,0.0,1,1,1.0,5,1.0,1,2,3,0.6,4,0,2,0,0
24,Dajiah Martin,13,1.0,118,9.1,3,15,0.2,0,0,0.0,4,6,0.667,10,0.8,6,13,19,1.5,14,4,9,4,3
33,Jordyn Hawthorne,2,0.0,27,13.5,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,3,4,2.0,5,0,1,0,0
