Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
01,Ny'Ceara Pryor,34,34.0,1108,32.6,233,502,0.464,10,50,0.2,160,223,0.717,636,18.7,74,166,240,7.1,84,154,73,115,8
03,Amelia Wood,34,14.0,912,26.8,127,350,0.363,44,184,0.239,52,74,0.703,350,10.3,35,143,178,5.2,83,40,67,60,10
23,Sajada Bonner,34,34.0,1011,29.7,103,302,0.341,61,188,0.324,34,46,0.739,301,8.9,39,64,103,3.0,52,41,49,23,3
30,Olivia Tucker,25,20.0,780,31.2,71,203,0.35,34,108,0.315,25,29,0.862,201,8.0,12,42,54,2.2,39,43,34,30,6
04,Nalyce Dudley,34,26.0,667,19.6,101,203,0.498,1,6,0.167,56,79,0.709,259,7.6,92,84,176,5.2,74,19,45,25,9
24,Sierra Johnson,34,34.0,1044,30.7,85,222,0.383,18,60,0.3,39,74,0.527,227,6.7,33,88,121,3.6,72,54,70,22,12
34,Kelsey Wood,22,1.0,335,15.2,38,69,0.551,0,0,0.0,11,21,0.524,87,4.0,32,47,79,3.6,38,13,17,7,8
15,Emma Kirby,30,1.0,277,9.2,30,70,0.429,0,1,0.0,12,19,0.632,72,2.4,29,36,65,2.2,34,5,16,11,10
05,Faith Pappas,30,0.0,278,9.3,17,58,0.293,10,35,0.286,11,14,0.786,55,1.8,4,11,15,0.5,11,7,11,8,3
22,Ciara Brannon,7,6.0,96,13.7,5,13,0.385,0,0,0.0,1,4,0.25,11,1.6,6,7,13,1.9,19,1,9,1,6
10,Afia Owusu-Mensah,25,0.0,167,6.7,8,24,0.333,4,11,0.364,2,3,0.667,22,0.9,7,10,17,0.7,16,7,14,2,2
02,Thai Davis,22,0.0,125,5.7,5,15,0.333,0,5,0.0,7,8,0.875,17,0.8,1,16,17,0.8,17,17,15,8,2
00,Montana Nicks,17,0.0,50,2.9,1,6,0.167,0,2,0.0,2,6,0.333,4,0.2,1,1,2,0.1,5,1,3,1,0
