Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
23,Kelsey Carey,31,31.0,997,32.2,190,416,0.457,5,25,0.2,83,115,0.722,468,15.1,52,144,196,6.3,64,38,87,31,4
21,Casey Smith,28,27.0,823,29.4,144,347,0.415,2,13,0.154,55,72,0.764,345,12.3,55,106,161,5.8,76,47,59,19,22
11,Samantha Cooper,31,30.0,1139,36.7,108,281,0.384,52,153,0.34,66,104,0.635,334,10.8,50,204,254,8.2,56,83,66,15,12
24,Kristine Miller,31,5.0,539,17.4,73,129,0.566,0,0,0.0,39,57,0.684,185,6.0,44,60,104,3.4,57,11,28,16,12
20,Kendra Landy,31,5.0,702,22.6,47,101,0.465,8,26,0.308,33,52,0.635,135,4.4,3,45,48,1.5,69,92,71,19,6
14,Casey Foley,31,28.0,872,28.1,34,138,0.246,24,91,0.264,16,31,0.516,108,3.5,13,54,67,2.2,79,98,48,41,4
05,Macey Hollenshead,31,26.0,549,17.7,34,92,0.37,14,51,0.275,14,19,0.737,96,3.1,7,41,48,1.5,50,63,29,16,0
02,Sam Kramer,31,0.0,374,12.1,32,86,0.372,18,51,0.353,6,9,0.667,88,2.8,12,25,37,1.2,27,18,17,8,0
13,Khadidiatou Diouf,22,0.0,152,6.9,15,40,0.375,0,0,0.0,5,6,0.833,35,1.6,10,25,35,1.6,15,5,13,3,4
15,Kristen McLaughlin,26,3.0,95,3.7,2,12,0.167,2,8,0.25,2,4,0.5,8,0.3,1,5,6,0.2,1,5,6,1,5
04,Erika Schlosser,9,0.0,23,2.6,0,7,0.0,0,6,0.0,2,2,1.0,2,0.2,0,2,2,0.2,2,0,1,0,0
44,Nicole Bus,10,0.0,10,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.1,1,0,0,0,1
